ELD79 / Libya zone 6,2069,4159,18241,9807,0,11,0.9999,200000,0,,
ELD79 / Libya zone 7,2070,4159,18242,9807,0,13,0.9999,200000,0,,
ELD79 / Libya zone 8,2071,4159,18243,9807,0,15,0.9999,200000,0,,
ELD79 / Libya zone 9,2072,4159,18244,9807,0,17,0.9999,200000,0,,
ELD79 / Libya zone 10,2073,4159,18245,9807,0,19,0.9999,200000,0,,
ELD79 / Libya zone 11,2074,4159,18246,9807,0,21,0.9999,200000,0,,
ELD79 / Libya zone 12,2075,4159,18247,9807,0,23,0.9999,200000,0,,
ELD79 / Libya zone 13,2076,4159,18248,9807,0,25,0.9999,200000,0,,
ELD79 / UTM zone 32N,2077,4159,16032,9807,0,9,0.9996,500000,0,,
ELD79 / UTM zone 33N,2078,4159,16033,9807,0,15,0.9996,500000,0,,
ELD79 / UTM zone 34N,2079,4159,16034,9807,0,21,0.9996,500000,0,,
ELD79 / UTM zone 35N,2080,4159,16035,9807,0,27,0.9996,500000,0,,
Pampa del Castillo / Argentina 2,2082,4161,18032,9807,-90,-69,1,2500000,0,,
Hito XVIII 1963 / Argentina 2,2083,4254,18032,9807,-90,-69,1,2500000,0,,
Hito XVIII 1963 / UTM zone 19S,2084,4254,16119,9807,0,-69,0.9996,500000,10000000,,
NAD27 / Cuba Norte,2085,4267,18061,9801,22.21,-81,0.99993602,500000,280296.016,,
NAD27 / Cuba Sur,2086,4267,18062,9801,20.43,-76.5,0.99994848,500000,229126.939,,
ELD79 / TM 12 NE,2087,4159,16412,9807,0,12,0.9996,500000,0,,
Carthage / TM 11 NE,2088,4223,16411,9807,0,11,0.9996,500000,0,,
Yemen NGN96 / UTM zone 38N,2089,4163,16038,9807,0,45,0.9996,500000,0,,
Yemen NGN96 / UTM zone 39N,2090,4163,16039,9807,0,51,0.9996,500000,0,,
South Yemen / Gauss Kruger zone 8,2091,4164,16208,9807,0,45,1,8500000,0,,
South Yemen / Gauss Kruger zone 9,2092,4164,16209,9807,0,51,1,9500000,0,,
Hanoi 1972 / GK 106 NE,2093,4147,16586,9807,0,106,1,500000,0,,
Bissau / UTM zone 28N,2095,4165,16028,9807,0,-15,0.9996,500000,0,,
GGRS87 / Greek Grid,2100,4121,19930,9807,0,24,0.9996,500000,0,,
NZGD2000 / Mount Eden 2000,2105,4167,17931,9807,-36.5247,174.4551,0.9999,400000,800000,,
NZGD2000 / Bay of Plenty 2000,2106,4167,17932,9807,-37.454,176.2758,1,400000,800000,,
NZGD2000 / Poverty Bay 2000,2107,4167,17933,9807,-38.3728,177.5308,1,400000,800000,,
NZGD2000 / Hawkes Bay 2000,2108,4167,17934,9807,-39.3903,176.4025,1,400000,800000,,
NZGD2000 / Taranaki 2000,2109,4167,17935,9807,-39.0808,174.134,1,400000,800000,,
NZGD2000 / Tuhirangi 2000,2110,4167,17936,9807,-39.3044,175.3824,1,400000,800000,,
NZGD2000 / Wanganui 2000,2111,4167,17937,9807,-40.1431,175.2917,1,400000,800000,,
NZGD2000 / Wairarapa 2000,2112,4167,17938,9807,-40.5531,175.385,1,400000,800000,,
NZGD2000 / Wellington 2000,2113,4167,17939,9807,-41.1804,174.4635,1,400000,800000,,
NZGD2000 / Collingwood 2000,2114,4167,17940,9807,-40.4253,172.4019,1,400000,800000,,
NZGD2000 / Nelson 2000,2115,4167,17941,9807,-41.1628,173.1757,1,400000,800000,,
NZGD2000 / Karamea 2000,2116,4167,17942,9807,-41.1723,172.0632,1,400000,800000,,
NZGD2000 / Buller 2000,2117,4167,17943,9807,-41.4838,171.3452,1,400000,800000,,
NZGD2000 / Grey 2000,2118,4167,17944,9807,-42.2001,171.3259,1,400000,800000,,
NZGD2000 / Amuri 2000,2119,4167,17945,9807,-42.412,173.0036,1,400000,800000,,
NZGD2000 / Marlborough 2000,2120,4167,17946,9807,-41.324,173.4807,1,400000,800000,,
NZGD2000 / Hokitika 2000,2121,4167,17947,9807,-42.531,170.5847,1,400000,800000,,
NZGD2000 / Okarito 2000,2122,4167,17948,9807,-43.0636,170.1539,1,400000,800000,,
NZGD2000 / Jacksons Bay 2000,2123,4167,17949,9807,-43.584,168.3622,1,400000,800000,,
NZGD2000 / Mount Pleasant 2000,2124,4167,17950,9807,-43.3526,172.4337,1,400000,800000,,
NZGD2000 / Gawler 2000,2125,4167,17951,9807,-43.4455,171.2138,1,400000,800000,,
NZGD2000 / Timaru 2000,2126,4167,17952,9807,-44.2407,171.0326,1,400000,800000,,
NZGD2000 / Lindis Peak 2000,2127,4167,17953,9807,-44.4406,169.2803,1,400000,800000,,
NZGD2000 / Mount Nicholas 2000,2128,4167,17954,9807,-45.0758,168.2355,1,400000,800000,,
NZGD2000 / Mount York 2000,2129,4167,17955,9807,-45.3349,167.4419,1,400000,800000,,
NZGD2000 / Observation Point 2000,2130,4167,17956,9807,-45.4858,170.3742,1,400000,800000,,
NZGD2000 / North Taieri 2000,2131,4167,17957,9807,-45.5141,170.1657,0.99996,400000,800000,,
NZGD2000 / Bluff 2000,2132,4167,17958,9807,-46.36,168.2034,1,400000,800000,,
NZGD2000 / UTM zone 58S,2133,4167,16158,9807,0,165,0.9996,500000,10000000,,
NZGD2000 / UTM zone 59S,2134,4167,16159,9807,0,171,0.9996,500000,10000000,,
NZGD2000 / UTM zone 60S,2135,4167,16160,9807,0,177,0.9996,500000,10000000,,
Accra / Ghana National Grid,2136,4168,19959,9807,4.4,-1,0.99975,900000,0,,
Accra / TM 1 NW,2137,4168,17001,9807,0,-1,0.9996,500000,0,,
NAD83(CSRS98) / SCoPQ zone 2,2139,4140,17700,9807,0,-55.3,0.9999,304800,0,,
NAD83(CSRS98) / MTM zone 3,2140,4140,17703,9807,0,-58.3,0.9999,304800,0,,
NAD83(CSRS98) / MTM zone 4,2141,4140,17704,9807,0,-61.3,0.9999,304800,0,,
NAD83(CSRS98) / MTM zone 5,2142,4140,17705,9807,0,-64.3,0.9999,304800,0,,
NAD83(CSRS98) / MTM zone 6,2143,4140,17706,9807,0,-67.3,0.9999,304800,0,,
NAD83(CSRS98) / MTM zone 7,2144,4140,17707,9807,0,-70.3,0.9999,304800,0,,
NAD83(CSRS98) / MTM zone 8,2145,4140,17708,9807,0,-73.3,0.9999,304800,0,,
NAD83(CSRS98) / MTM zone 9,2146,4140,17709,9807,0,-76.3,0.9999,304800,0,,
NAD83(CSRS98) / MTM zone 10,2147,4140,17710,9807,0,-79.3,0.9999,304800,0,,
NAD83(CSRS98) / UTM zone 21N,2148,4140,16021,9807,0,-57,0.9996,500000,0,,
NAD83(CSRS98) / UTM zone 18N,2149,4140,16018,9807,0,-75,0.9996,500000,0,,
NAD83(CSRS98) / UTM zone 17N,2150,4140,16017,9807,0,-81,0.9996,500000,0,,
NAD83(CSRS98) / UTM zone 13N,2151,4140,16013,9807,0,-105,0.9996,500000,0,,
NAD83(CSRS98) / UTM zone 12N,2152,4140,16012,9807,0,-111,0.9996,500000,0,,
NAD83(CSRS98) / UTM zone 11N,2153,4140,16011,9807,0,-117,0.9996,500000,0,,
RGF93 / Lambert-93,2154,4171,18085,9802,46.3,3,,700000,6600000,49,44
American Samoa 1962 / American Samoa Lambert,2155,4169,15300,9801,-14.16,170,1,500000,0,,
NAD83(HARN) / UTM zone 59S,2156,4152,16159,9807,0,171,0.9996,500000,10000000,,
IRENET95 / Irish Transverse Mercator,2157,4173,19962,9807,53.3,-8,0.99982,600000,750000,,
IRENET95 / UTM zone 29N,2158,4173,16029,9807,0,-9,0.9996,500000,0,,
Sierra Leone 1968 / UTM zone 28N,2161,4175,16028,9807,0,-15,0.9996,500000,0,,
Sierra Leone 1968 / UTM zone 29N,2162,4175,16029,9807,0,-9,0.9996,500000,0,,
Locodjo 1965 / TM 5 NW,2164,4142,17005,9807,0,-5,0.9996,500000,0,,
Abidjan 1987 / TM 5 NW,2165,4143,17005,9807,0,-5,0.9996,500000,0,,
Pulkovo 1942(83) / Gauss Kruger zone 3,2166,4178,16263,9807,0,9,1,3500000,0,,
Pulkovo 1942(83) / Gauss Kruger zone 4,2167,4178,16264,9807,0,12,1,4500000,0,,
Pulkovo 1942(83) / Gauss Kruger zone 5,2168,4178,16265,9807,0,15,1,5500000,0,,
MGI / Slovenia Grid,2170,4312,19967,9807,0,15,0.9999,500000,0,,
Pulkovo 1942(58) / Poland zone V,2175,4179,18285,9807,0,18.573,0.999983,237000,-4700000,,
ETRS89 / Poland CS2000 zone 5,2176,4258,18305,9807,0,15,0.999923,5500000,0,,
ETRS89 / Poland CS2000 zone 6,2177,4258,18306,9807,0,18,0.999923,6500000,0,,
ETRS89 / Poland CS2000 zone 7,2178,4258,18307,9807,0,21,0.999923,7500000,0,,
ETRS89 / Poland CS2000 zone 8,2179,4258,18308,9807,0,24,0.999923,8500000,0,,
ETRS89 / Poland CS92,2180,4258,18300,9807,0,19,0.9993,500000,-5300000,,
Azores Occidental 1939 / UTM zone 25N,2188,4182,16025,9807,0,-33,0.9996,500000,0,,
Azores Central 1948 / UTM zone 26N,2189,4183,16026,9807,0,-27,0.9996,500000,0,,
Azores Oriental 1940 / UTM zone 26N,2190,4184,16026,9807,0,-27,0.9996,500000,0,,
ED50 / France EuroLambert,2192,4230,18086,9801,46.48,2.2014025,0.99987742,600000,2200000,,
NZGD2000 / New Zealand Transverse Mercator 2000,2193,4167,19971,9807,0,173,0.9996,1600000,10000000,,
American Samoa 1962 / American Samoa Lambert,2194,4169,15301,9801,-14.16,-170,1,500000,0,,
NAD83(HARN) / UTM zone 2S,2195,4152,16102,9807,0,-171,0.9996,500000,10000000,,
ETRS89 / Kp2000 Jutland,2196,4258,18401,9807,0,9.3,0.99995,200000,0,,
ETRS89 / Kp2000 Zealand,2197,4258,18402,9807,0,12,0.99995,500000,0,,
ETRS89 / Kp2000 Bornholm,2198,4258,18403,9807,0,15,1,900000,0,,
REGVEN / UTM zone 18N,2201,4189,16018,9807,0,-75,0.9996,500000,0,,
REGVEN / UTM zone 19N,2202,4189,16019,9807,0,-69,0.9996,500000,0,,
REGVEN / UTM zone 20N,2203,4189,16020,9807,0,-63,0.9996,500000,0,,
NAD27 / Tennessee,2204,4267,15302,9802,34.4,-86,,2000000,100000,35.15,36.25
NAD83 / Kentucky North,2205,4269,15303,9802,37.3,-84.15,,500000,0,37.58,38.58
ED50 / 3-degree Gauss-Kruger zone 9,2206,4230,16269,9807,0,27,1,9500000,0,,
ED50 / 3-degree Gauss-Kruger zone 10,2207,4230,16270,9807,0,30,1,10500000,0,,
ED50 / 3-degree Gauss-Kruger zone 11,2208,4230,16271,9807,0,33,1,11500000,0,,
ED50 / 3-degree Gauss-Kruger zone 12,2209,4230,16272,9807,0,36,1,12500000,0,,
ED50 / 3-degree Gauss-Kruger zone 13,2210,4230,16273,9807,0,39,1,13500000,0,,
ED50 / 3-degree Gauss-Kruger zone 14,2211,4230,16274,9807,0,42,1,14500000,0,,
ED50 / 3-degree Gauss-Kruger zone 15,2212,4230,16275,9807,0,45,1,15500000,0,,
ETRS89 / TM 30 NE,2213,4258,16430,9807,0,30,0.9996,500000,0,,
Douala 1948 / AOF west,2214,4192,18415,9807,0,10.3,0.999,1000000,1000000,,
Manoca 1962 / UTM zone 32N,2215,4193,16032,9807,0,9,0.9996,500000,0,,
Qornoq 1927 / UTM zone 22N,2216,4194,16022,9807,0,-51,0.9996,500000,0,,
Qornoq 1927 / UTM zone 23N,2217,4194,16023,9807,0,-45,0.9996,500000,0,,
NAD83 / Arizona East (ft),2222,4269,15304,9807,31,-110.1,0.9999,700000,0,,
NAD83 / Arizona Central (ft),2223,4269,15305,9807,31,-111.55,0.9999,700000,0,,
NAD83 / Arizona West (ft),2224,4269,15306,9807,31,-113.45,0.999933333,700000,0,,
NAD83 / California zone 1 (ftUS),2225,4269,15307,9802,39.2,-122,,6561666.667,1640416.667,41.4,40
NAD83 / California zone 2 (ftUS),2226,4269,15308,9802,37.4,-122,,6561666.667,1640416.667,39.5,38.2
NAD83 / California zone 3 (ftUS),2227,4269,15309,9802,36.3,-120.3,,6561666.667,1640416.667,38.26,37.04
NAD83 / California zone 4 (ftUS),2228,4269,15310,9802,35.2,-119,,6561666.667,1640416.667,37.15,36
NAD83 / California zone 5 (ftUS),2229,4269,15311,9802,33.3,-118,,6561666.667,1640416.667,35.28,34.02
NAD83 / California zone 6 (ftUS),2230,4269,15312,9802,32.1,-116.15,,6561666.667,1640416.667,33.53,32.47
NAD83 / Colorado North (ftUS),2231,4269,15313,9802,39.2,-105.3,,3000000,1000000,40.47,39.43
NAD83 / Colorado Central (ftUS),2232,4269,15314,9802,37.5,-105.3,,3000000,1000000,39.45,38.27
NAD83 / Colorado South (ftUS),2233,4269,15315,9802,36.4,-105.3,,3000000,1000000,38.26,37.14
NAD83 / Connecticut (ftUS),2234,4269,15316,9802,40.5,-72.45,,1000000,500000,41.52,41.12
NAD83 / Delaware (ftUS),2235,4269,15317,9807,38,-75.25,0.999995,656166.667,0,,
NAD83 / Florida East (ftUS),2236,4269,15318,9807,24.2,-81,0.999941177,656166.667,0,,
NAD83 / Florida West (ftUS),2237,4269,15319,9807,24.2,-82,0.999941177,656166.667,0,,
NAD83 / Florida North (ftUS),2238,4269,15320,9802,29,-84.3,,1968500,0,30.45,29.35
NAD83 / Georgia East (ftUS),2239,4269,15321,9807,30,-82.1,0.9999,656166.667,0,,
NAD83 / Georgia West (ftUS),2240,4269,15322,9807,30,-84.1,0.9999,2296583.333,0,,
NAD83 / Idaho East (ftUS),2241,4269,15323,9807,41.4,-112.1,0.999947368,656166.667,0,,
NAD83 / Idaho Central (ftUS),2242,4269,15324,9807,41.4,-114,0.999947368,1640416.667,0,,
NAD83 / Idaho West (ftUS),2243,4269,15325,9807,41.4,-115.45,0.999933333,2624666.667,0,,
NAD83 / Indiana East (ftUS),2244,4269,15326,9807,37.3,-85.4,0.999966667,328083.333,818125,,
NAD83 / Indiana West (ftUS),2245,4269,15327,9807,37.3,-87.05,0.999966667,2952750,818125,,
NAD83 / Kentucky North (ftUS),2246,4269,15328,9802,37.3,-84.15,,1640416.667,0,37.58,38.58
NAD83 / Kentucky South (ftUS),2247,4269,15329,9802,36.2,-85.45,,1640416.667,1640416.667,37.56,36.44
NAD83 / Maryland (ftUS),2248,4269,15330,9802,37.4,-77,,1312333.333,0,39.27,38.18
NAD83 / Massachusetts Mainland (ftUS),2249,4269,15331,9802,41,-71.3,,656166.667,2460625,42.41,41.43
NAD83 / Massachusetts Island (ftUS),2250,4269,15332,9802,41,-70.3,,1640416.667,0,41.29,41.17
NAD83 / Michigan North (ft),2251,4269,15333,9802,44.47,-87,,26246719.16,0,47.05,45.29
NAD83 / Michigan Central (ft),2252,4269,15334,9802,43.19,-84.22,,19685039.37,0,45.42,44.11
NAD83 / Michigan South (ft),2253,4269,15335,9802,41.3,-84.22,,13123359.58,0,43.4,42.06
NAD83 / Mississippi East (ftUS),2254,4269,15336,9807,29.3,-88.5,0.99995,984250,0,,
NAD83 / Mississippi West (ftUS),2255,4269,15337,9807,29.3,-90.2,0.99995,2296583.333,0,,
NAD83 / Montana (ft),2256,4269,15338,9802,44.15,-109.3,,1968503.937,0,49,45
NAD83 / New Mexico East (ftUS),2257,4269,15339,9807,31,-104.2,0.999909091,541337.5,0,,
NAD83 / New Mexico Central (ftUS),2258,4269,15340,9807,31,-106.15,0.9999,1640416.667,0,,
NAD83 / New Mexico West (ftUS),2259,4269,15341,9807,31,-107.5,0.999916667,2723091.667,0,,
NAD83 / New York East (ftUS),2260,4269,15342,9807,38.5,-74.3,0.9999,492125,0,,
NAD83 / New York Central (ftUS),2261,4269,15343,9807,40,-76.35,0.9999375,820208.333,0,,
NAD83 / New York West (ftUS),2262,4269,15344,9807,40,-78.35,0.9999375,1148291.667,0,,
NAD83 / New York Long Island (ftUS),2263,4269,15345,9802,40.1,-74,,984250,0,41.02,40.4
NAD83 / North Carolina (ftUS),2264,4269,15346,9802,33.45,-79,,2000000,0,36.1,34.2
NAD83 / North Dakota North (ft),2265,4269,15347,9802,47,-100.3,,1968503.937,0,48.44,47.26
NAD83 / North Dakota South (ft),2266,4269,15348,9802,45.4,-100.3,,1968503.937,0,47.29,46.11
NAD83 / Oklahoma North (ftUS),2267,4269,15349,9802,35,-98,,1968500,0,36.46,35.34
NAD83 / Oklahoma South (ftUS),2268,4269,15350,9802,33.2,-98,,1968500,0,35.14,33.56
NAD83 / Oregon North (ft),2269,4269,15351,9802,43.4,-120.3,,8202099.738,0,46,44.2
NAD83 / Oregon South (ft),2270,4269,15352,9802,41.4,-120.3,,4921259.843,0,44,42.2
NAD83 / Pennsylvania North (ftUS),2271,4269,15353,9802,40.1,-77.45,,1968500,0,41.57,40.53
NAD83 / Pennsylvania South (ftUS),2272,4269,15354,9802,39.2,-77.45,,1968500,0,40.58,39.56
NAD83 / South Carolina (ft),2273,4269,15355,9802,31.5,-81,,2000000,0,34.5,32.3
NAD83 / Tennessee (ftUS),2274,4269,15356,9802,34.2,-86,,1968500,0,36.25,35.15
NAD83 / Texas North (ftUS),2275,4269,15357,9802,34,-101.3,,656166.667,3280833.333,36.11,34.39
NAD83 / Texas North Central (ftUS),2276,4269,15358,9802,31.4,-98.3,,1968500,6561666.667,33.58,32.08
NAD83 / Texas Central (ftUS),2277,4269,15359,9802,29.4,-100.2,,2296583.333,9842500,31.53,30.07
NAD83 / Texas South Central (ftUS),2278,4269,15360,9802,27.5,-99,,1968500,13123333.333,30.17,28.23
NAD83 / Texas South (ftUS),2279,4269,15361,9802,25.4,-98.3,,984250,16404166.667,27.5,26.1
NAD83 / Utah North (ft),2280,4269,15362,9802,40.2,-111.3,,1640419.948,3280839.895,41.47,40.43
NAD83 / Utah Central (ft),2281,4269,15363,9802,38.2,-111.3,,1640419.948,6561679.79,40.39,39.01
NAD83 / Utah South (ft),2282,4269,15364,9802,36.4,-111.3,,1640419.948,9842519.685,38.21,37.13
NAD83 / Virginia North (ftUS),2283,4269,15365,9802,37.4,-78.3,,11482916.667,6561666.667,39.12,38.02
NAD83 / Virginia South (ftUS),2284,4269,15366,9802,36.2,-78.3,,11482916.667,3280833.333,37.58,36.46
NAD83 / Washington North (ftUS),2285,4269,15367,9802,47,-120.5,,1640416.667,0,48.44,47.3
NAD83 / Washington South (ftUS),2286,4269,15368,9802,45.2,-120.3,,1640416.667,0,47.2,45.5
NAD83 / Wisconsin North (ftUS),2287,4269,15369,9802,45.1,-90,,1968500,0,46.46,45.34
NAD83 / Wisconsin Central (ftUS),2288,4269,15370,9802,43.5,-90,,1968500,0,45.3,44.15
NAD83 / Wisconsin South (ftUS),2289,4269,15371,9802,42,-90,,1968500,0,44.04,42.44
Batavia / TM 109 SE,2308,4211,16709,9807,0,109,0.9996,500000,10000000,,
WGS 84 / TM 116 SE,2309,4326,16716,9807,0,116,0.9996,500000,10000000,,
WGS 84 / TM 132 SE,2310,4326,16732,9807,0,132,0.9996,500000,10000000,,
WGS 84 / TM 6 NE,2311,4326,16406,9807,0,6,0.9996,500000,0,,
Campo Inchauspe / UTM zone 19S,2315,4221,16119,9807,0,-69,0.9996,500000,10000000,,
Campo Inchauspe / UTM zone 20S,2316,4221,16120,9807,0,-63,0.9996,500000,10000000,,
PSAD56 / ICN Regional,2317,4248,19976,9802,6,-66,,1000000,1000000,9,3
Ain el Abd / Aramco Lambert,2318,4204,19977,9802,25.0522236,48,,0,0,17,33
ED50 / TM27,2319,4230,16305,9807,0,27,1,500000,0,,
ED50 / TM30,2320,4230,16370,9807,0,30,1,500000,0,,
ED50 / TM33,2321,4230,16306,9807,0,33,1,500000,0,,
ED50 / TM36,2322,4230,16372,9807,0,36,1,500000,0,,
ED50 / TM39,2323,4230,16307,9807,0,39,1,500000,0,,
ED50 / TM42,2324,4230,16374,9807,0,42,1,500000,0,,
ED50 / TM45,2325,4230,16308,9807,0,45,1,500000,0,,
KKJ / Finland zone 1,2391,4123,18191,9807,0,21,1,1500000,0,,
KKJ / Finland zone 2,2392,4123,18192,9807,0,24,1,2500000,0,,
KKJ / Finland Uniform Coordinate System,2393,4123,18193,9807,0,27,1,3500000,0,,
KKJ / Finland zone 4,2394,4123,18194,9807,0,30,1,4500000,0,,
South Yemen / Gauss-Kruger zone 8,2395,4164,16208,9807,0,45,1,8500000,0,,
South Yemen / Gauss-Kruger zone 9,2396,4164,16209,9807,0,51,1,9500000,0,,
Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 3,2397,4178,16263,9807,0,9,1,3500000,0,,
Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 4,2398,4178,16264,9807,0,12,1,4500000,0,,
Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 5,2399,4178,16265,9807,0,15,1,5500000,0,,
RT90 2.5 gon W,2400,4124,19929,9807,0,15.48298,1,1500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 25,2401,4214,16285,9807,0,75,1,25500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 26,2402,4214,16286,9807,0,78,1,26500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 27,2403,4214,16287,9807,0,81,1,27500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 28,2404,4214,16288,9807,0,84,1,28500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 29,2405,4214,16289,9807,0,87,1,29500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 30,2406,4214,16290,9807,0,90,1,30500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 31,2407,4214,16291,9807,0,93,1,31500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 32,2408,4214,16292,9807,0,96,1,32500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 33,2409,4214,16293,9807,0,99,1,33500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 34,2410,4214,16294,9807,0,102,1,34500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 35,2411,4214,16295,9807,0,105,1,35500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 36,2412,4214,16296,9807,0,108,1,36500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 37,2413,4214,16297,9807,0,111,1,37500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 38,2414,4214,16298,9807,0,114,1,38500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 39,2415,4214,16299,9807,0,117,1,39500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 40,2416,4214,16070,9807,0,120,1,40500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 41,2417,4214,16071,9807,0,123,1,41500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 42,2418,4214,16072,9807,0,126,1,42500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 43,2419,4214,16073,9807,0,129,1,43500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 44,2420,4214,16074,9807,0,132,1,44500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger zone 45,2421,4214,16075,9807,0,135,1,45500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 75E,2422,4214,16313,9807,0,75,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 78E,2423,4214,16386,9807,0,78,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 81E,2424,4214,16314,9807,0,81,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 84E,2425,4214,16388,9807,0,84,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 87E,2426,4214,16315,9807,0,87,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 90E,2427,4214,16390,9807,0,90,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 93E,2428,4214,16316,9807,0,93,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 96E,2429,4214,16392,9807,0,96,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 99E,2430,4214,16317,9807,0,99,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 102E,2431,4214,16394,9807,0,102,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 105E,2432,4214,16318,9807,0,105,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 108E,2433,4214,16396,9807,0,108,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 111E,2434,4214,16319,9807,0,111,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 114E,2435,4214,16398,9807,0,114,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 117E,2436,4214,16320,9807,0,117,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 120E,2437,4214,16170,9807,0,120,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 123E,2438,4214,16321,9807,0,123,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 126E,2439,4214,16172,9807,0,126,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 129E,2440,4214,16322,9807,0,129,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 132E,2441,4214,16174,9807,0,132,1,500000,0,,
Beijing 1954 / 3-degree Gauss-Kruger CM 135E,2442,4214,16323,9807,0,135,1,500000,0,,
JGD2000 / Japan Plane Rectangular CS I,2443,4612,17801,9807,33,129.3,0.9999,0,0,,
JGD2000 / Japan Plane Rectangular CS II,2444,4612,17802,9807,33,131,0.9999,0,0,,
